Game: Harvestella, Release Date: 2022-11-04T12:00:00Z
Game: EA Sports PGA Tour, Release Date: 2023-04-07T12:00:00Z
Game: Daemon X Machina, Release Date: 2022-01-27T12:00:00Z
Game: Yakuza 6: The Song of Life, Release Date: 2021-03-25T12:00:00Z
Game: Scarlet Hood and the Wicked Wood, Release Date: 2021-04-08T12:00:00Z
Game: Famicom Detective Club: The Missing Heir, Release Date: 2021-05-14T12:00:00Z
Game: The Spirit of the Samurai, Release Date: 
Game: Dordogne, Release Date: 2023-06-13T12:00:00Z
Game: Alien Hominid Invasion, Release Date: 2023-11-01T12:00:00Z
Game: Monster Crown, Release Date: 2021-10-12T12:00:00Z
Game: Little Nightmares II, Release Date: 2021-02-11T12:00:00Z
Game: Chicory: A Colorful Tale, Release Date: 2021-12-15T12:00:00Z
Game: KeyWe, Release Date: 2021-12-16T12:00:00Z
Game: Demon's Souls (PS5), Release Date: 2020-11-12T12:00:00Z
Game: My Little Universe, Release Date: 2023-10-05T12:00:00Z
Game: Stranger Of Paradise: Final Fantasy Origin, Release Date: 2022-03-18T12:00:00Z
Game: Greak: Memories Of Azur, Release Date: 2021-12-14T12:00:00Z
Game: Moncage, Release Date: 2021-11-16T12:00:00Z
Game: Super Mega Baseball 4, Release Date: 2023-06-02T12:00:00Z
Game: Persona 5 Strikers, Release Date: 2021-02-23T12:00:00Z
Game: Last Epoch, Release Date: 2024-02-21T12:00:00Z
Game: The Pirate Queen: A Forgotten Legend, Release Date: 2024-03-07T12:00:00Z
Game: The Plucky Squire, Release Date: 
Game: Black Book, Release Date: 2021-08-10T12:00:00Z
Game: Street Fighter V: Champion Edition, Release Date: 2020-02-14T12:00:00Z
Game: Gigantic: Rampage Edition, Release Date: 2024-04-09T12:00:00Z
Game: The Expanse: A Telltale Series, Release Date: 2023-07-27T12:00:00Z
Game: Poison Control, Release Date: 2021-04-13T12:00:00Z
Game: Sundered, Release Date: 2020-05-26T12:00:00Z
Game: Sherlock Holmes: Chapter One, Release Date: 2021-11-16T12:00:00Z
Game: Teenage Mutant Ninja Turtles: The Cowabunga Collection, Release Date: 2022-08-30T12:00:00Z
Game: Kentucky Route Zero, Release Date: 2020-01-28T12:00:00Z
